question_id,video_id,series,type,status,score,max_score,normalized_score_100,category,source_run,source_sha256,accepted_sha256,stage,window_id,request_hash,evidence_sha256
G2_Q000085,G2_V000029,unclassified,emotional reasoning,scored,2,3,66.66666666666666,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,003cdc8bb2696f47b2236e0ad4145909037145cd3b6841f07e689701d96275eb,21472fa33e8abe8154180f9f494344e97da8906181db9a353077e8a4b07f902e,,,,
G2_Q000086,G2_V000030,unclassified,emotion trajectory,scored,2,4,50.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,b87655c15b272c145964088af48c8af762da1bdfca56d2a3f4ca7e47c212b5d0,a61acc01967641c3eb4cd8d697bf34fad5d0f418313206b7732298b3b562d728,,,,
G2_Q000087,G2_V000030,unclassified,emotion trajectory,scored,2,4,50.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,b87655c15b272c145964088af48c8af762da1bdfca56d2a3f4ca7e47c212b5d0,a9511f00c59dad55a317d8d2e28fc7ed5c134ffc4eeac0522dbcb5fe3fcce55f,,,,
G2_Q000088,G2_V000031,unclassified,emotional intensity comparison,blocked,,,,perception_content_filter,/root/longemo/runtime/runs/noevent_v31_seed_continuation_20260923,,,audio,W00046,004b10ed27ef9221aafa7d2981152ad2a8c1e9ab112ff8ada40ad6429f3cd710,2d637d1c0733ece84377c8dc54a21da80991ac67d10642e1964c086f5ee4180a
G2_Q000089,G2_V000031,unclassified,emotional intensity comparison,blocked,,,,perception_content_filter,/root/longemo/runtime/runs/noevent_v31_seed_continuation_20260923,,,audio,W00046,004b10ed27ef9221aafa7d2981152ad2a8c1e9ab112ff8ada40ad6429f3cd710,2d637d1c0733ece84377c8dc54a21da80991ac67d10642e1964c086f5ee4180a
G2_Q000090,G2_V000031,unclassified,emotion trajectory,blocked,,,,perception_content_filter,/root/longemo/runtime/runs/noevent_v31_seed_continuation_20260923,,,audio,W00046,004b10ed27ef9221aafa7d2981152ad2a8c1e9ab112ff8ada40ad6429f3cd710,2d637d1c0733ece84377c8dc54a21da80991ac67d10642e1964c086f5ee4180a
G2_Q000091,G2_V000032,Frasier,emotion trajectory,scored,2,4,50.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,7a9da3c89e9b0f766e08674ff33d83b8e9571fd20d823b338e148d015cf268bd,f6833bfdc6f3c2d393bba25013ceee9ba10eeb2ec317f1b356abc7ba621e36b4,,,,
G2_Q000092,G2_V000032,Frasier,emotional reasoning,scored,0,1,0.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,7a9da3c89e9b0f766e08674ff33d83b8e9571fd20d823b338e148d015cf268bd,2aafe2212dd374f7e3588afba05a7d3d6fc03ef1fcf3a7baedf9dd354b22ebde,,,,
G2_Q000093,G2_V000032,Frasier,emotional reasoning,scored,0,1,0.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,7a9da3c89e9b0f766e08674ff33d83b8e9571fd20d823b338e148d015cf268bd,01aebdb87903c3ebeea908b2b6ffaf95208d24ee8fa02791b82f858f79cd77dc,,,,
G2_Q000094,G2_V000033,Frasier,emotional intensity comparison,scored,0,1,0.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,78d58f8ca94db92dd8f212131cc5dc85b5c8b734d77857fb8ca95f07eb2917ea,d55e987086615dceff896d47d22ba8cf1a6ca4a56574b2c3e0833992978f1df5,,,,
G2_Q000095,G2_V000033,Frasier,emotional intensity comparison,scored,0,1,0.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,78d58f8ca94db92dd8f212131cc5dc85b5c8b734d77857fb8ca95f07eb2917ea,ef386eef126baa92ab8e447e188cfa6ba6b19347cb85bdc2611000fa1ed56831,,,,
G2_Q000096,G2_V000033,Frasier,emotion trajectory,scored,0,4,0.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,78d58f8ca94db92dd8f212131cc5dc85b5c8b734d77857fb8ca95f07eb2917ea,f2fb22d15a358a62d77b7b83a8b578adb45505b18e65fdb731d4eab21120c255,,,,
G2_Q000097,G2_V000034,Frasier,emotional intensity comparison,blocked,,,,perception_dlp_rejection,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00045,a45008b3677dd2dd94235fce0878e9779a21e106734c3e5da895d3815d871808,c99eccdbb75f0c689b7f2f89bc97274c3df23b02173cd9b58bc4b6120b31a6a0
G2_Q000098,G2_V000034,Frasier,emotional intensity comparison,blocked,,,,perception_dlp_rejection,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00045,a45008b3677dd2dd94235fce0878e9779a21e106734c3e5da895d3815d871808,c99eccdbb75f0c689b7f2f89bc97274c3df23b02173cd9b58bc4b6120b31a6a0
G2_Q000099,G2_V000034,Frasier,emotion trajectory,blocked,,,,perception_dlp_rejection,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00045,a45008b3677dd2dd94235fce0878e9779a21e106734c3e5da895d3815d871808,c99eccdbb75f0c689b7f2f89bc97274c3df23b02173cd9b58bc4b6120b31a6a0
G2_Q000100,G2_V000034,Frasier,emotional reasoning,blocked,,,,perception_dlp_rejection,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00045,a45008b3677dd2dd94235fce0878e9779a21e106734c3e5da895d3815d871808,c99eccdbb75f0c689b7f2f89bc97274c3df23b02173cd9b58bc4b6120b31a6a0
G2_Q000101,G2_V000034,Frasier,emotional reasoning,blocked,,,,perception_dlp_rejection,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00045,a45008b3677dd2dd94235fce0878e9779a21e106734c3e5da895d3815d871808,c99eccdbb75f0c689b7f2f89bc97274c3df23b02173cd9b58bc4b6120b31a6a0
G2_Q000102,G2_V000035,Frasier,emotional intensity comparison,blocked,,,,perception_content_filter,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00060,94034d81a899e623f67d126fe2c507fdd411f648fff8752723bf1ee033fcee34,3b3bde75665e43dc1b8984681a53b531f669428c2832418be6a7cb553410fe41
G2_Q000103,G2_V000035,Frasier,emotional intensity comparison,blocked,,,,perception_content_filter,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00060,94034d81a899e623f67d126fe2c507fdd411f648fff8752723bf1ee033fcee34,3b3bde75665e43dc1b8984681a53b531f669428c2832418be6a7cb553410fe41
G2_Q000104,G2_V000035,Frasier,emotion trajectory,blocked,,,,perception_content_filter,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00060,94034d81a899e623f67d126fe2c507fdd411f648fff8752723bf1ee033fcee34,3b3bde75665e43dc1b8984681a53b531f669428c2832418be6a7cb553410fe41
G2_Q000105,G2_V000035,Frasier,emotional reasoning,blocked,,,,perception_content_filter,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00060,94034d81a899e623f67d126fe2c507fdd411f648fff8752723bf1ee033fcee34,3b3bde75665e43dc1b8984681a53b531f669428c2832418be6a7cb553410fe41
G2_Q000106,G2_V000035,Frasier,emotion trajectory,blocked,,,,perception_content_filter,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00060,94034d81a899e623f67d126fe2c507fdd411f648fff8752723bf1ee033fcee34,3b3bde75665e43dc1b8984681a53b531f669428c2832418be6a7cb553410fe41
G2_Q000107,G2_V000036,Frasier,emotion trajectory,scored,0,4,0.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,0fe2b3990e86107f702853d394b7e53834367020b5ebf3d2c43f745fbd2aceed,24f88d378ec7884d0b0200b8e0ff0a418be700555d6e9d9320fa960212643e8c,,,,
G2_Q000108,G2_V000036,Frasier,emotional intensity comparison,scored,0,1,0.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,0fe2b3990e86107f702853d394b7e53834367020b5ebf3d2c43f745fbd2aceed,7db0c1da0eba908ef4a630ab7389fe60c971bd29cf42276bad18f094d87894b9,,,,
G2_Q000109,G2_V000037,Frasier,emotional intensity comparison,blocked,,,,perception_content_filter,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00040,88ab2f58f08cc8e784caddcc5e06a859e1483ccde72d05c23d943b39a996dec5,b965b6e4625577ba4b97e5d0260b7d34038d85f87fc5cf8561743bc3b9446942
G2_Q000110,G2_V000037,Frasier,emotion trajectory,blocked,,,,perception_content_filter,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00040,88ab2f58f08cc8e784caddcc5e06a859e1483ccde72d05c23d943b39a996dec5,b965b6e4625577ba4b97e5d0260b7d34038d85f87fc5cf8561743bc3b9446942
G2_Q000111,G2_V000037,Frasier,emotional reasoning,blocked,,,,perception_content_filter,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00040,88ab2f58f08cc8e784caddcc5e06a859e1483ccde72d05c23d943b39a996dec5,b965b6e4625577ba4b97e5d0260b7d34038d85f87fc5cf8561743bc3b9446942
G2_Q000112,G2_V000038,unclassified,emotional intensity comparison,blocked,,,,perception_dlp_rejection,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00009,f7d85bdc7b0c4bad9cda770d60ad1034e624951fe00915618463201b6e06dc6c,4dade8745d1566b8edfdeb2774a3b918cfe981c963559306c8aa44a7249f4e48
G2_Q000113,G2_V000038,unclassified,emotional intensity comparison,blocked,,,,perception_dlp_rejection,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00009,f7d85bdc7b0c4bad9cda770d60ad1034e624951fe00915618463201b6e06dc6c,4dade8745d1566b8edfdeb2774a3b918cfe981c963559306c8aa44a7249f4e48
G2_Q000114,G2_V000038,unclassified,emotion trajectory,blocked,,,,perception_dlp_rejection,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00009,f7d85bdc7b0c4bad9cda770d60ad1034e624951fe00915618463201b6e06dc6c,4dade8745d1566b8edfdeb2774a3b918cfe981c963559306c8aa44a7249f4e48
G2_Q000115,G2_V000038,unclassified,emotion trajectory,blocked,,,,perception_dlp_rejection,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00009,f7d85bdc7b0c4bad9cda770d60ad1034e624951fe00915618463201b6e06dc6c,4dade8745d1566b8edfdeb2774a3b918cfe981c963559306c8aa44a7249f4e48
G2_Q000116,G2_V000038,unclassified,emotion trajectory,blocked,,,,perception_dlp_rejection,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00009,f7d85bdc7b0c4bad9cda770d60ad1034e624951fe00915618463201b6e06dc6c,4dade8745d1566b8edfdeb2774a3b918cfe981c963559306c8aa44a7249f4e48
G2_Q000117,G2_V000039,Frasier,emotional intensity comparison,scored,0,1,0.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,016ff409dfce778f9fff73ed448f1dcebf508e67aabfc200feb5f88c3cd4b924,a13c9030669f769418b2378a78ea1899c6b1b7c5c5a2c56582e9d717e7df66b1,,,,
G2_Q000118,G2_V000039,Frasier,emotion trajectory,scored,0,4,0.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,016ff409dfce778f9fff73ed448f1dcebf508e67aabfc200feb5f88c3cd4b924,e547d26152cf9c20671b8b6e32c3b280dc8b49ee5fcc8de63895891b416cc5a6,,,,
G2_Q000119,G2_V000039,Frasier,emotional reasoning,scored,0,3,0.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,016ff409dfce778f9fff73ed448f1dcebf508e67aabfc200feb5f88c3cd4b924,4ce8729726dd7ddbc8f1cb7a1b05fb11ad6dec5b5d8ecd48320bc65178f88054,,,,
G2_Q000120,G2_V000039,Frasier,emotional reasoning,scored,0,3,0.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,016ff409dfce778f9fff73ed448f1dcebf508e67aabfc200feb5f88c3cd4b924,4311c3615a79cbdafbe253c9c2ea5c3c9b2d5d424e74a038dba04aa69b62db27,,,,
G2_Q000121,G2_V000040,Frasier,emotional intensity comparison,scored,1,1,100.0,,/root/longemo/runtime/runs/noevent_runtime24_continuation_20260923,0cc191866cc4b3a41c72b40116081b25e93888708cd3159fac17258656927981,0f46e207eca74db061e8e4705970860b018478b840d30a605d3653501740bb88,,,,
G2_Q000122,G2_V000040,Frasier,emotion trajectory,scored,0,4,0.0,,/root/longemo/runtime/runs/noevent_runtime24_continuation_20260923,0cc191866cc4b3a41c72b40116081b25e93888708cd3159fac17258656927981,d1545a3efac0815aee221dbdd9319963c0106b5b86a0f6a8f4501498d34418f1,,,,
G2_Q000123,G2_V000041,Frasier,emotional intensity comparison,scored,0,1,0.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,34a3f3a579dcedd3ab09a9cae36ccd481765315d08660417a9dd22023ccf3c39,297fd801f2ca94482b63e93481438b6704827038a788a25551d311176fac1dd4,,,,
G2_Q000124,G2_V000041,Frasier,emotional intensity comparison,scored,0,1,0.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,34a3f3a579dcedd3ab09a9cae36ccd481765315d08660417a9dd22023ccf3c39,ed9e2e7eb5d3feb3f19e68281bc788895d3f6e115bfa00cba3528c2c7a855ba2,,,,
G2_Q000125,G2_V000041,Frasier,emotional intensity comparison,scored,0,1,0.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,34a3f3a579dcedd3ab09a9cae36ccd481765315d08660417a9dd22023ccf3c39,9531613ef048cf48bcc169cefe93e7039478cb8d494eb63cdab13229fc4fef84,,,,
G2_Q000126,G2_V000041,Frasier,emotion trajectory,scored,0,4,0.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,34a3f3a579dcedd3ab09a9cae36ccd481765315d08660417a9dd22023ccf3c39,07b1766630df10ae89c487d29d675b454fc382a7fa12623041aac95e8976063d,,,,
G2_Q000127,G2_V000041,Frasier,emotional reasoning,scored,2,3,66.66666666666666,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,34a3f3a579dcedd3ab09a9cae36ccd481765315d08660417a9dd22023ccf3c39,35d33ab985d3754e2397707eac182856e95f65449aa422949ebed033909b385b,,,,
G2_Q000128,G2_V000042,unclassified,emotional intensity comparison,blocked,,,,perception_dlp_rejection,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00022,1112326bfc6115ce092cc0d3c404ec12bd004e935cfcc6764a8efa6184fe152e,056a6af531b3a385baf49e766af215df5a4fbae74c180da1409f09f7484d6695
G2_Q000129,G2_V000042,unclassified,emotional intensity comparison,blocked,,,,perception_dlp_rejection,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00022,1112326bfc6115ce092cc0d3c404ec12bd004e935cfcc6764a8efa6184fe152e,056a6af531b3a385baf49e766af215df5a4fbae74c180da1409f09f7484d6695
G2_Q000130,G2_V000042,unclassified,emotion trajectory,blocked,,,,perception_dlp_rejection,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00022,1112326bfc6115ce092cc0d3c404ec12bd004e935cfcc6764a8efa6184fe152e,056a6af531b3a385baf49e766af215df5a4fbae74c180da1409f09f7484d6695
G2_Q000131,G2_V000042,unclassified,emotion trajectory,blocked,,,,perception_dlp_rejection,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00022,1112326bfc6115ce092cc0d3c404ec12bd004e935cfcc6764a8efa6184fe152e,056a6af531b3a385baf49e766af215df5a4fbae74c180da1409f09f7484d6695
G2_Q000132,G2_V000043,Frasier,emotional intensity comparison,scored,0,1,0.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,31abd7a8d9fdf4c4909d6b58adca4c19f87e6cb48fe3d19b51704445ae59546f,8125a2b30ab22b32ae7bb34f72ce42404aa4aac7c80a4879c3924259017c1a38,,,,
G2_Q000133,G2_V000043,Frasier,emotional intensity comparison,scored,0,1,0.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,31abd7a8d9fdf4c4909d6b58adca4c19f87e6cb48fe3d19b51704445ae59546f,eb4f4abcd827150e05ba9449eecf512fa1bc501f79c24c972fbf3d242b90468d,,,,
G2_Q000134,G2_V000043,Frasier,emotion trajectory,scored,0,4,0.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,31abd7a8d9fdf4c4909d6b58adca4c19f87e6cb48fe3d19b51704445ae59546f,2f71ff6a67523e2e69f3612e548b91e3a32dde3ca5210bcb71a0cbdd996cd81d,,,,
G2_Q000135,G2_V000043,Frasier,emotion trajectory,scored,0,4,0.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,31abd7a8d9fdf4c4909d6b58adca4c19f87e6cb48fe3d19b51704445ae59546f,d8310b49d0b82a614cbf562897fdc95b1eebf644b81857ccc2f62e67a8fe0139,,,,
G2_Q000136,G2_V000043,Frasier,emotional reasoning,scored,2,3,66.66666666666666,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,31abd7a8d9fdf4c4909d6b58adca4c19f87e6cb48fe3d19b51704445ae59546f,daf2b8fb20b0ee7f901cfd71fb0cba9f8a69facd4aab89ac0b53044efba6a417,,,,
G2_Q000137,G2_V000044,Frasier,emotional intensity comparison,scored,0,1,0.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,b43095a1e409121f5f6bc670866df0b63121bbb74044bc9ac1121cd4013b5975,54496ab57db7bb1cf83d3605e7683c8dd716f479423ae63d7d062952fd38f626,,,,
G2_Q000138,G2_V000044,Frasier,emotion trajectory,scored,0,4,0.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,b43095a1e409121f5f6bc670866df0b63121bbb74044bc9ac1121cd4013b5975,b0b686d5165d688c44683704ec5855d908eda0997a635c69685f0bcd93266902,,,,
G2_Q000139,G2_V000044,Frasier,emotional reasoning,scored,1,1,100.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,b43095a1e409121f5f6bc670866df0b63121bbb74044bc9ac1121cd4013b5975,a459a71a3f3df05ef5a0b09ec7aeabfc8f1d831e87b010d445014a541551048a,,,,
G2_Q000140,G2_V000044,Frasier,emotion trajectory,scored,0,4,0.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,b43095a1e409121f5f6bc670866df0b63121bbb74044bc9ac1121cd4013b5975,7846f6a5fef0379bbfca064f833fe0c4cf940e900792c7bc6f577e10cac70283,,,,
G2_Q000141,G2_V000045,Frasier,emotional intensity comparison,scored,0,1,0.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,6b3004c4c2a74c43fdbe628a0dc2a2ff2c2bd78095d7ba33c5dac2aa0e3dce62,da5770e73e79e34a7bac505e42a604e126f6f6f48fc865da9232817b40068ce3,,,,
G2_Q000142,G2_V000045,Frasier,emotional intensity comparison,scored,0,1,0.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,6b3004c4c2a74c43fdbe628a0dc2a2ff2c2bd78095d7ba33c5dac2aa0e3dce62,43f37a0275e1dc746e081077284451aeefe1e345f1af12cc2d5c1b5314785033,,,,
G2_Q000143,G2_V000045,Frasier,emotion trajectory,scored,2,4,50.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,6b3004c4c2a74c43fdbe628a0dc2a2ff2c2bd78095d7ba33c5dac2aa0e3dce62,63b11f4caac9faeee892873108ad6b5d6b757d6d44946fa566bdef086113d652,,,,
G2_Q000144,G2_V000046,unclassified,emotional intensity comparison,blocked,,,,perception_content_filter,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00010,8e6e2c5826fb7b156af91f7ecb302bc6915842d13f0a18929f12498373acc39d,635647a89424fea1356dfab4e001b7a9ea2de227f1377c5e3337301dfdbd9619
G2_Q000145,G2_V000046,unclassified,emotion trajectory,blocked,,,,perception_content_filter,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00010,8e6e2c5826fb7b156af91f7ecb302bc6915842d13f0a18929f12498373acc39d,635647a89424fea1356dfab4e001b7a9ea2de227f1377c5e3337301dfdbd9619
G2_Q000146,G2_V000046,unclassified,emotion trajectory,blocked,,,,perception_content_filter,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00010,8e6e2c5826fb7b156af91f7ecb302bc6915842d13f0a18929f12498373acc39d,635647a89424fea1356dfab4e001b7a9ea2de227f1377c5e3337301dfdbd9619
G2_Q000147,G2_V000047,Frasier,emotional intensity comparison,scored,0,1,0.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,cc6f8926f479deeaff85244ceb7a3843c7dfa99134a782a726f398e9e6ad2fce,0e56c5aafed3449d494d66b7d965eee2d8388a7eaf0fa85cfd5b58f7fb91f5fb,,,,
G2_Q000148,G2_V000047,Frasier,emotional intensity comparison,scored,0,1,0.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,cc6f8926f479deeaff85244ceb7a3843c7dfa99134a782a726f398e9e6ad2fce,971f1d64650c4acc1f11672c33c056a1bfc8098339e55f6929cb8a6e6f8f12b7,,,,
G2_Q000149,G2_V000047,Frasier,emotion trajectory,scored,0,4,0.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,cc6f8926f479deeaff85244ceb7a3843c7dfa99134a782a726f398e9e6ad2fce,020e54f398507a9cde281a0a0c9c55e677b57b68f3928d6154370bc686d8b9f8,,,,
G2_Q000150,G2_V000047,Frasier,emotion trajectory,scored,0,4,0.0,,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,cc6f8926f479deeaff85244ceb7a3843c7dfa99134a782a726f398e9e6ad2fce,d9f50a163438302f3d609bb0410679215b06055afa2f2788e43d0f5cf42d95c7,,,,
G2_Q000151,G2_V000048,Frasier,emotional intensity comparison,blocked,,,,perception_content_filter,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00012,6f43bde05dd53114d4f94acbe4d44f6d6cd11ab1612d2391b7c140e8f32b0bae,7455e58c7570ac383e6043fd5da3f40321b29bd9efdfdba1833575a4132d0f53
G2_Q000152,G2_V000048,Frasier,emotion trajectory,blocked,,,,perception_content_filter,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00012,6f43bde05dd53114d4f94acbe4d44f6d6cd11ab1612d2391b7c140e8f32b0bae,7455e58c7570ac383e6043fd5da3f40321b29bd9efdfdba1833575a4132d0f53
G2_Q000153,G2_V000048,Frasier,emotion trajectory,blocked,,,,perception_content_filter,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00012,6f43bde05dd53114d4f94acbe4d44f6d6cd11ab1612d2391b7c140e8f32b0bae,7455e58c7570ac383e6043fd5da3f40321b29bd9efdfdba1833575a4132d0f53
G2_Q000154,G2_V000048,Frasier,emotional reasoning,blocked,,,,perception_content_filter,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00012,6f43bde05dd53114d4f94acbe4d44f6d6cd11ab1612d2391b7c140e8f32b0bae,7455e58c7570ac383e6043fd5da3f40321b29bd9efdfdba1833575a4132d0f53
G2_Q000155,G2_V000049,Frasier,emotional intensity comparison,blocked,,,,perception_content_filter,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00010,0822a1b9478c660e84665d09ccfc553b9252272f68f3992c8c2e8b895a8d0368,a22c6078e7e1e0732e825b283ff93abbbbc8ec55f1e12bccb893d33fdc8f9e28
G2_Q000156,G2_V000049,Frasier,emotion trajectory,blocked,,,,perception_content_filter,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00010,0822a1b9478c660e84665d09ccfc553b9252272f68f3992c8c2e8b895a8d0368,a22c6078e7e1e0732e825b283ff93abbbbc8ec55f1e12bccb893d33fdc8f9e28
G2_Q000157,G2_V000049,Frasier,emotion trajectory,blocked,,,,perception_content_filter,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00010,0822a1b9478c660e84665d09ccfc553b9252272f68f3992c8c2e8b895a8d0368,a22c6078e7e1e0732e825b283ff93abbbbc8ec55f1e12bccb893d33fdc8f9e28
G2_Q000158,G2_V000049,Frasier,emotional reasoning,blocked,,,,perception_content_filter,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00010,0822a1b9478c660e84665d09ccfc553b9252272f68f3992c8c2e8b895a8d0368,a22c6078e7e1e0732e825b283ff93abbbbc8ec55f1e12bccb893d33fdc8f9e28
G2_Q000159,G2_V000050,unclassified,emotional intensity comparison,blocked,,,,perception_dlp_rejection,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00002,b02365e8a64907c406b65a3177c5f0c87e061f4bd61dd7bed102eef89a6a7fcf,269c6c79fc558d3c4b503d0464a27d26e9749a2575181f5db17d1637a9662bbf
G2_Q000160,G2_V000050,unclassified,emotional intensity comparison,blocked,,,,perception_dlp_rejection,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00002,b02365e8a64907c406b65a3177c5f0c87e061f4bd61dd7bed102eef89a6a7fcf,269c6c79fc558d3c4b503d0464a27d26e9749a2575181f5db17d1637a9662bbf
G2_Q000161,G2_V000050,unclassified,emotion trajectory,blocked,,,,perception_dlp_rejection,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00002,b02365e8a64907c406b65a3177c5f0c87e061f4bd61dd7bed102eef89a6a7fcf,269c6c79fc558d3c4b503d0464a27d26e9749a2575181f5db17d1637a9662bbf
G2_Q000162,G2_V000050,unclassified,emotion trajectory,blocked,,,,perception_dlp_rejection,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00002,b02365e8a64907c406b65a3177c5f0c87e061f4bd61dd7bed102eef89a6a7fcf,269c6c79fc558d3c4b503d0464a27d26e9749a2575181f5db17d1637a9662bbf
G2_Q000163,G2_V000050,unclassified,emotion trajectory,blocked,,,,perception_dlp_rejection,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00002,b02365e8a64907c406b65a3177c5f0c87e061f4bd61dd7bed102eef89a6a7fcf,269c6c79fc558d3c4b503d0464a27d26e9749a2575181f5db17d1637a9662bbf
G2_Q000164,G2_V000050,unclassified,emotional reasoning,blocked,,,,perception_dlp_rejection,/root/longemo/runtime/runs/three_level_full558_gemini38_20260922,,,audio,W00002,b02365e8a64907c406b65a3177c5f0c87e061f4bd61dd7bed102eef89a6a7fcf,269c6c79fc558d3c4b503d0464a27d26e9749a2575181f5db17d1637a9662bbf
G2_Q000165,G2_V000051,Frasier,emotional intensity comparison,scored,0,1,0.0,,/root/longemo/runtime/runs/noevent_core_boundary3_continuation_20260923,74939b4b29a5741b36c6858d5bd19df451d33596d3ec4dbac1fdeb5ce06653e6,86ec56f0deaa4c48e80a6afd07df18d5eff49973820ed806bff574cf14e83a7e,,,,
G2_Q000166,G2_V000051,Frasier,emotional intensity comparison,scored,1,1,100.0,,/root/longemo/runtime/runs/noevent_core_boundary3_continuation_20260923,74939b4b29a5741b36c6858d5bd19df451d33596d3ec4dbac1fdeb5ce06653e6,de8cdf44fd3b23a4ea55734730af26ff20ea43ada1c39a6bbfd1be6482f43671,,,,
G2_Q000167,G2_V000051,Frasier,emotion trajectory,scored,0,4,0.0,,/root/longemo/runtime/runs/noevent_core_boundary3_continuation_20260923,74939b4b29a5741b36c6858d5bd19df451d33596d3ec4dbac1fdeb5ce06653e6,34cbc7a5ee4fd068451b58dde11828751f50706d069b05b7cfb4e9c85b70c680,,,,
G2_Q000168,G2_V000051,Frasier,emotion trajectory,scored,0,4,0.0,,/root/longemo/runtime/runs/noevent_core_boundary3_continuation_20260923,74939b4b29a5741b36c6858d5bd19df451d33596d3ec4dbac1fdeb5ce06653e6,279bc48bc0b2d032deeaeedb3a225ab55ae8b8931dc967afc7daecc3af7ba17b,,,,
