question_id,video_id,type,series,status,score,max_score,normalized_score,source_run,http_status,request_hash
G2_Q000288,G2_V000081,emotion trajectory,Friends,scored,3,4,0.75,,,
G2_Q000289,G2_V000082,emotional intensity comparison,unclassified,scored,0,1,0.0,,,
G2_Q000290,G2_V000082,emotion trajectory,unclassified,scored,3,4,0.75,,,
G2_Q000291,G2_V000082,emotional reasoning,unclassified,scored,3,3,1.0,,,
G2_Q000292,G2_V000082,emotional reasoning,unclassified,scored,3,3,1.0,,,
G2_Q000293,G2_V000083,emotional intensity comparison,Friends,scored,0,1,0.0,,,
G2_Q000294,G2_V000083,emotional intensity comparison,Friends,scored,0,1,0.0,,,
G2_Q000295,G2_V000083,emotional intensity comparison,Friends,scored,0,1,0.0,,,
G2_Q000296,G2_V000083,emotional intensity comparison,Friends,scored,1,1,1.0,,,
G2_Q000297,G2_V000083,emotion trajectory,Friends,scored,3,4,0.75,,,
G2_Q000298,G2_V000084,emotional intensity comparison,unclassified,no_complete_observation_cache,,,,,,
G2_Q000299,G2_V000084,emotion trajectory,unclassified,no_complete_observation_cache,,,,,,
G2_Q000300,G2_V000084,emotion trajectory,unclassified,no_complete_observation_cache,,,,,,
G2_Q000301,G2_V000084,emotion trajectory,unclassified,no_complete_observation_cache,,,,,,
G2_Q000302,G2_V000084,emotional reasoning,unclassified,no_complete_observation_cache,,,,,,
G2_Q000303,G2_V000084,emotional reasoning,unclassified,no_complete_observation_cache,,,,,,
G2_Q000304,G2_V000085,emotional intensity comparison,Friends,embedding_http429,,,,noevent_progressive_cached_v2_unattempted_20260924,,
G2_Q000305,G2_V000085,emotional intensity comparison,Friends,embedding_http429,,,,noevent_progressive_cached_v2_unattempted_20260924,,
G2_Q000306,G2_V000085,emotion trajectory,Friends,embedding_http429,,,,noevent_progressive_cached_v2_unattempted_20260924,,
G2_Q000307,G2_V000085,emotion trajectory,Friends,embedding_http429,,,,noevent_progressive_cached_v2_unattempted_20260924,,
G2_Q000308,G2_V000086,emotional intensity comparison,Friends,scored,1,1,1.0,,,
G2_Q000309,G2_V000086,emotional intensity comparison,Friends,scored,1,1,1.0,,,
G2_Q000310,G2_V000086,emotion trajectory,Friends,scored,2,4,0.5,,,
G2_Q000311,G2_V000086,emotion trajectory,Friends,scored,4,4,1.0,,,
G2_Q000312,G2_V000086,emotion trajectory,Friends,scored,3,4,0.75,,,
G2_Q000313,G2_V000086,emotion trajectory,Friends,scored,4,4,1.0,,,
G2_Q000314,G2_V000087,emotional intensity comparison,Friends,scored,1,1,1.0,,,
G2_Q000315,G2_V000087,emotional intensity comparison,Friends,scored,0,1,0.0,,,
G2_Q000316,G2_V000087,emotional reasoning,Friends,scored,3,3,1.0,,,
G2_Q000317,G2_V000087,emotion trajectory,Friends,scored,2,4,0.5,,,
G2_Q000318,G2_V000087,emotional reasoning,Friends,scored,3,3,1.0,,,
G2_Q000319,G2_V000088,emotion trajectory,Friends,scored,2,4,0.5,,,
G2_Q000320,G2_V000088,emotional reasoning,Friends,scored,3,3,1.0,,,
G2_Q000321,G2_V000088,emotional reasoning,Friends,scored,3,3,1.0,,,
G2_Q000322,G2_V000089,emotional intensity comparison,unclassified,no_complete_observation_cache,,,,,,
G2_Q000323,G2_V000089,emotional intensity comparison,unclassified,no_complete_observation_cache,,,,,,
G2_Q000324,G2_V000089,emotion trajectory,unclassified,no_complete_observation_cache,,,,,,
G2_Q000325,G2_V000089,emotion trajectory,unclassified,no_complete_observation_cache,,,,,,
G2_Q000326,G2_V000089,emotional reasoning,unclassified,no_complete_observation_cache,,,,,,
G2_Q000327,G2_V000090,emotion trajectory,Friends,scored,2,4,0.5,,,
G2_Q000328,G2_V000090,emotion trajectory,Friends,scored,3,4,0.75,,,
G2_Q000329,G2_V000090,emotional reasoning,Friends,scored,2,3,0.6666666666666666,,,
G2_Q000330,G2_V000090,emotional reasoning,Friends,scored,3,3,1.0,,,
G2_Q000331,G2_V000091,emotion trajectory,Friends,no_complete_observation_cache,,,,,,
G2_Q000332,G2_V000091,emotion trajectory,Friends,no_complete_observation_cache,,,,,,
G2_Q000333,G2_V000091,emotion trajectory,Friends,no_complete_observation_cache,,,,,,
G2_Q000334,G2_V000091,emotion trajectory,Friends,no_complete_observation_cache,,,,,,
G2_Q000335,G2_V000091,emotional reasoning,Friends,no_complete_observation_cache,,,,,,
G2_Q000336,G2_V000092,emotion trajectory,Friends,scored,2,4,0.5,,,
G2_Q000337,G2_V000092,emotional intensity comparison,Friends,scored,0,1,0.0,,,
G2_Q000338,G2_V000092,emotional reasoning,Friends,scored,3,3,1.0,,,
G2_Q000339,G2_V000092,emotion trajectory,Friends,scored,3,4,0.75,,,
G2_Q000340,G2_V000092,emotion trajectory,Friends,scored,2,4,0.5,,,
G2_Q000341,G2_V000093,emotional intensity comparison,Friends,no_complete_observation_cache,,,,,,
G2_Q000342,G2_V000093,emotional intensity comparison,Friends,no_complete_observation_cache,,,,,,
G2_Q000343,G2_V000093,emotion trajectory,Friends,no_complete_observation_cache,,,,,,
G2_Q000344,G2_V000093,emotion trajectory,Friends,no_complete_observation_cache,,,,,,
G2_Q000345,G2_V000093,emotion trajectory,Friends,no_complete_observation_cache,,,,,,
G2_Q000346,G2_V000093,emotion trajectory,Friends,no_complete_observation_cache,,,,,,
G2_Q000347,G2_V000094,emotional intensity comparison,Home with Kids,no_complete_observation_cache,,,,,,
G2_Q000348,G2_V000094,emotion trajectory,Home with Kids,no_complete_observation_cache,,,,,,
G2_Q000349,G2_V000095,emotional intensity comparison,Friends,scored,1,1,1.0,,,
G2_Q000350,G2_V000095,emotional reasoning,Friends,excluded_prior_backend_refusal,,,,,,
G2_Q000351,G2_V000095,emotion trajectory,Friends,scored,3,4,0.75,,,
G2_Q000352,G2_V000095,emotion trajectory,Friends,scored,2,4,0.5,,,
G2_Q000353,G2_V000095,emotion trajectory,Friends,scored,3,4,0.75,,,
G2_Q000354,G2_V000096,emotional reasoning,Home with Kids,no_complete_observation_cache,,,,,,
G2_Q000355,G2_V000096,emotion trajectory,Home with Kids,no_complete_observation_cache,,,,,,
G2_Q000356,G2_V000097,emotional intensity comparison,Friends,no_complete_observation_cache,,,,,,
G2_Q000357,G2_V000097,emotion trajectory,Friends,no_complete_observation_cache,,,,,,
G2_Q000358,G2_V000097,emotion trajectory,Friends,no_complete_observation_cache,,,,,,
G2_Q000359,G2_V000097,emotion trajectory,Friends,no_complete_observation_cache,,,,,,
G2_Q000360,G2_V000098,emotion trajectory,Home with Kids,scored,2,4,0.5,,,
G2_Q000361,G2_V000098,emotional reasoning,Home with Kids,scored,0,1,0.0,,,
G2_Q000362,G2_V000099,emotional intensity comparison,Friends,no_complete_observation_cache,,,,,,
G2_Q000363,G2_V000099,emotion trajectory,Friends,no_complete_observation_cache,,,,,,
G2_Q000364,G2_V000099,emotion trajectory,Friends,no_complete_observation_cache,,,,,,
G2_Q000365,G2_V000099,emotional reasoning,Friends,no_complete_observation_cache,,,,,,
G2_Q000366,G2_V000100,emotion trajectory,Home with Kids,no_complete_observation_cache,,,,,,
G2_Q000367,G2_V000100,emotional reasoning,Home with Kids,no_complete_observation_cache,,,,,,
G2_Q000368,G2_V000101,emotional reasoning,Home with Kids,scored,2,3,0.6666666666666666,,,
G2_Q000369,G2_V000101,emotion trajectory,Home with Kids,scored,2,4,0.5,,,
G2_Q000370,G2_V000101,emotional intensity comparison,Home with Kids,scored,0,1,0.0,,,
G2_Q000371,G2_V000102,emotional intensity comparison,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000372,G2_V000102,emotional intensity comparison,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000373,G2_V000102,emotional intensity comparison,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000374,G2_V000102,emotion trajectory,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000375,G2_V000102,emotional reasoning,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000376,G2_V000103,emotional intensity comparison,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000377,G2_V000103,emotional reasoning,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000378,G2_V000103,emotional intensity comparison,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000379,G2_V000103,emotion trajectory,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000380,G2_V000103,emotion trajectory,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000381,G2_V000103,emotional reasoning,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000382,G2_V000104,emotional intensity comparison,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000383,G2_V000104,emotional intensity comparison,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000384,G2_V000104,emotional intensity comparison,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000385,G2_V000104,emotion trajectory,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000386,G2_V000104,emotion trajectory,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000387,G2_V000104,emotional reasoning,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000388,G2_V000105,emotional intensity comparison,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000389,G2_V000105,emotional intensity comparison,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000390,G2_V000105,emotional intensity comparison,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000391,G2_V000105,emotion trajectory,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000392,G2_V000105,emotional reasoning,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000393,G2_V000105,emotion trajectory,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000394,G2_V000106,emotional intensity comparison,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000395,G2_V000106,emotional intensity comparison,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000396,G2_V000106,emotion trajectory,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000397,G2_V000106,emotion trajectory,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000398,G2_V000106,emotional reasoning,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000399,G2_V000106,emotional intensity comparison,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000400,G2_V000107,emotional intensity comparison,Malcolm in the Middle,scored,0,1,0.0,,,
G2_Q000401,G2_V000107,emotional intensity comparison,Malcolm in the Middle,scored,0,1,0.0,,,
G2_Q000402,G2_V000107,emotional intensity comparison,Malcolm in the Middle,scored,1,1,1.0,,,
G2_Q000403,G2_V000107,emotion trajectory,Malcolm in the Middle,scored,2,4,0.5,,,
G2_Q000404,G2_V000107,emotion trajectory,Malcolm in the Middle,scored,4,4,1.0,,,
G2_Q000405,G2_V000107,emotion trajectory,Malcolm in the Middle,scored,2,4,0.5,,,
G2_Q000406,G2_V000108,emotional intensity comparison,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000407,G2_V000108,emotion trajectory,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000408,G2_V000108,emotion trajectory,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000409,G2_V000108,emotion trajectory,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000410,G2_V000108,emotional reasoning,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000411,G2_V000109,emotional intensity comparison,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000412,G2_V000109,emotional intensity comparison,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000413,G2_V000109,emotion trajectory,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000414,G2_V000109,emotion trajectory,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000415,G2_V000109,emotional reasoning,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000416,G2_V000110,emotional intensity comparison,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000417,G2_V000110,emotional intensity comparison,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000418,G2_V000110,emotion trajectory,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000419,G2_V000110,emotion trajectory,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000420,G2_V000110,emotion trajectory,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000421,G2_V000110,emotional reasoning,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000422,G2_V000111,emotional intensity comparison,Malcolm in the Middle,scored,1,1,1.0,,,
G2_Q000423,G2_V000111,emotional intensity comparison,Malcolm in the Middle,scored,1,1,1.0,,,
G2_Q000424,G2_V000111,emotion trajectory,Malcolm in the Middle,scored,3,4,0.75,,,
G2_Q000425,G2_V000111,emotional reasoning,Malcolm in the Middle,scored,1,1,1.0,,,
G2_Q000426,G2_V000111,emotion trajectory,Malcolm in the Middle,scored,2,4,0.5,,,
G2_Q000427,G2_V000112,emotional intensity comparison,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000428,G2_V000112,emotional intensity comparison,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000429,G2_V000112,emotional intensity comparison,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000430,G2_V000112,emotion trajectory,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000431,G2_V000112,emotion trajectory,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000432,G2_V000113,emotional intensity comparison,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000433,G2_V000113,emotional intensity comparison,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000434,G2_V000113,emotional intensity comparison,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000435,G2_V000113,emotion trajectory,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000436,G2_V000113,emotion trajectory,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000437,G2_V000113,emotional reasoning,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000438,G2_V000114,emotional intensity comparison,Malcolm in the Middle,scored,0,1,0.0,,,
G2_Q000439,G2_V000114,emotional intensity comparison,Malcolm in the Middle,answer_output_json_error,,,,noevent_progressive_cached_v2_unattempted_20260924,,739966615f339d6263a6c445dc80defd3fe87e3f15619fd1565290e29d8c2050
G2_Q000440,G2_V000114,emotional intensity comparison,Malcolm in the Middle,scored,1,1,1.0,,,
G2_Q000441,G2_V000114,emotional intensity comparison,Malcolm in the Middle,scored,1,1,1.0,,,
G2_Q000442,G2_V000114,emotional intensity comparison,Malcolm in the Middle,scored,1,1,1.0,,,
G2_Q000443,G2_V000114,emotion trajectory,Malcolm in the Middle,scored,2,4,0.5,,,
G2_Q000444,G2_V000114,emotional reasoning,Malcolm in the Middle,scored,3,3,1.0,,,
G2_Q000445,G2_V000115,emotional intensity comparison,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000446,G2_V000115,emotion trajectory,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000447,G2_V000115,emotional intensity comparison,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000448,G2_V000115,emotion trajectory,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000449,G2_V000115,emotional reasoning,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000450,G2_V000116,emotional intensity comparison,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000451,G2_V000116,emotional intensity comparison,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000452,G2_V000116,emotion trajectory,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000453,G2_V000116,emotion trajectory,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000454,G2_V000116,emotional reasoning,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000455,G2_V000117,emotional intensity comparison,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000456,G2_V000117,emotional intensity comparison,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000457,G2_V000117,emotion trajectory,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000458,G2_V000117,emotion trajectory,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000459,G2_V000117,emotion trajectory,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000460,G2_V000117,emotional reasoning,Malcolm in the Middle,no_complete_observation_cache,,,,,,
G2_Q000461,G2_V000118,emotional intensity comparison,Modern Family,scored,0,1,0.0,,,
G2_Q000462,G2_V000118,emotion trajectory,Modern Family,scored,2,4,0.5,,,
G2_Q000463,G2_V000118,emotion trajectory,Modern Family,scored,2,4,0.5,,,
G2_Q000464,G2_V000118,emotion trajectory,Modern Family,scored,2,4,0.5,,,
G2_Q000465,G2_V000119,emotional intensity comparison,Modern Family,scored,1,1,1.0,,,
G2_Q000466,G2_V000119,emotional reasoning,Modern Family,scored,2,3,0.6666666666666666,,,
G2_Q000467,G2_V000119,emotion trajectory,Modern Family,scored,2,4,0.5,,,
G2_Q000468,G2_V000119,emotion trajectory,Modern Family,scored,4,4,1.0,,,
G2_Q000469,G2_V000119,emotion trajectory,Modern Family,scored,2,4,0.5,,,
G2_Q000470,G2_V000120,emotional reasoning,Modern Family,scored,2,3,0.6666666666666666,,,
G2_Q000471,G2_V000120,emotion trajectory,Modern Family,scored,3,4,0.75,,,
G2_Q000472,G2_V000120,emotional reasoning,Modern Family,scored,1,1,1.0,,,
G2_Q000473,G2_V000120,emotion trajectory,Modern Family,scored,4,4,1.0,,,
G2_Q000474,G2_V000121,emotional reasoning,Modern Family,no_complete_observation_cache,,,,,,
G2_Q000475,G2_V000121,emotion trajectory,Modern Family,no_complete_observation_cache,,,,,,
G2_Q000476,G2_V000121,emotional intensity comparison,Modern Family,no_complete_observation_cache,,,,,,
G2_Q000477,G2_V000121,emotion trajectory,Modern Family,no_complete_observation_cache,,,,,,
G2_Q000478,G2_V000122,emotional intensity comparison,Modern Family,excluded_prior_backend_refusal,,,,,,
G2_Q000479,G2_V000122,emotional intensity comparison,Modern Family,excluded_prior_backend_refusal,,,,,,
G2_Q000480,G2_V000122,emotional intensity comparison,Modern Family,excluded_prior_backend_refusal,,,,,,
G2_Q000481,G2_V000122,emotion trajectory,Modern Family,plan_invalid_parameter,,,,noevent_progressive_cached_v2_unattempted_20260924,400,25e8bc7edeb44df796e3c09ba1debb05269848039cc95d3b562371a183eaa386
G2_Q000482,G2_V000122,emotional reasoning,Modern Family,plan_invalid_parameter,,,,noevent_progressive_cached_v2_unattempted_20260924,400,ce606f9861ed9028506ef1e00082729226e1090c8d7bd09e11f96886ac033f60
G2_Q000483,G2_V000123,emotional intensity comparison,Modern Family,scored,1,1,1.0,,,
G2_Q000484,G2_V000123,emotional intensity comparison,Modern Family,scored,1,1,1.0,,,
G2_Q000485,G2_V000123,emotion trajectory,Modern Family,scored,2,4,0.5,,,
G2_Q000486,G2_V000123,emotional reasoning,Modern Family,scored,1,1,1.0,,,
G2_Q000487,G2_V000124,emotional intensity comparison,Modern Family,scored,0,1,0.0,,,
G2_Q000488,G2_V000124,emotional intensity comparison,Modern Family,scored,1,1,1.0,,,
G2_Q000489,G2_V000124,emotional intensity comparison,Modern Family,scored,0,1,0.0,,,
G2_Q000490,G2_V000124,emotional reasoning,Modern Family,answer_output_json_error,,,,noevent_progressive_cached_v2_unattempted_20260924,,f94cd423ebb8eccd1d71ecdf469026f79d490562adf038ea392ede9280eccf90
G2_Q000491,G2_V000124,emotion trajectory,Modern Family,scored,2,4,0.5,,,
G2_Q000492,G2_V000125,emotional intensity comparison,Modern Family,no_complete_observation_cache,,,,,,
G2_Q000493,G2_V000125,emotion trajectory,Modern Family,no_complete_observation_cache,,,,,,
G2_Q000494,G2_V000125,emotion trajectory,Modern Family,no_complete_observation_cache,,,,,,
G2_Q000495,G2_V000125,emotion trajectory,Modern Family,no_complete_observation_cache,,,,,,
G2_Q000496,G2_V000125,emotional reasoning,Modern Family,no_complete_observation_cache,,,,,,
G2_Q000497,G2_V000126,emotional intensity comparison,Modern Family,scored,0,1,0.0,,,
G2_Q000498,G2_V000126,emotional intensity comparison,Modern Family,scored,1,1,1.0,,,
G2_Q000499,G2_V000126,emotional reasoning,Modern Family,scored,3,3,1.0,,,
G2_Q000500,G2_V000126,emotion trajectory,Modern Family,scored,2,4,0.5,,,
G2_Q000501,G2_V000127,emotional intensity comparison,Modern Family,scored,0,1,0.0,,,
G2_Q000502,G2_V000127,emotion trajectory,Modern Family,scored,2,4,0.5,,,
G2_Q000503,G2_V000127,emotion trajectory,Modern Family,scored,2,4,0.5,,,
G2_Q000504,G2_V000127,emotion trajectory,Modern Family,scored,2,4,0.5,,,
G2_Q000505,G2_V000127,emotion trajectory,Modern Family,scored,2,4,0.5,,,
G2_Q000506,G2_V000128,emotional intensity comparison,Modern Family,scored,1,1,1.0,,,
G2_Q000507,G2_V000128,emotional intensity comparison,Modern Family,plan_invalid_parameter,,,,noevent_progressive_cached_v2_unattempted_20260924,400,6e0e9f218dd2950ef94e09af9ae28a12b704d4b0ffa2e93a993058ac53730063
G2_Q000508,G2_V000128,emotion trajectory,Modern Family,scored,4,4,1.0,,,
G2_Q000509,G2_V000128,emotional reasoning,Modern Family,plan_content_filter,,,,noevent_progressive_cached_v2_unattempted_20260924,400,93e18e531d7f943f0196fb2b08ea1c1026cbc6bb69c1bf1202d5a1e632c4f2bf
G2_Q000510,G2_V000129,emotional intensity comparison,Modern Family,no_complete_observation_cache,,,,,,
G2_Q000511,G2_V000129,emotional intensity comparison,Modern Family,no_complete_observation_cache,,,,,,
G2_Q000512,G2_V000129,emotional intensity comparison,Modern Family,no_complete_observation_cache,,,,,,
G2_Q000513,G2_V000129,emotion trajectory,Modern Family,no_complete_observation_cache,,,,,,
G2_Q000514,G2_V000130,emotion trajectory,Modern Family,scored,2,4,0.5,,,
G2_Q000515,G2_V000130,emotional intensity comparison,Modern Family,scored,1,1,1.0,,,
G2_Q000516,G2_V000130,emotional intensity comparison,Modern Family,answer_content_filter,,,,noevent_progressive_cached_v2_unattempted_20260924,200,1834e63ed18d41bdbc4cbca17afe3feed6f4d3cbba1bb08e59b7db00b1e7061a
G2_Q000517,G2_V000130,emotional reasoning,Modern Family,scored,1,3,0.3333333333333333,,,
G2_Q000518,G2_V000131,emotional intensity comparison,Modern Family,no_complete_observation_cache,,,,,,
G2_Q000519,G2_V000131,emotional intensity comparison,Modern Family,no_complete_observation_cache,,,,,,
G2_Q000520,G2_V000131,emotional intensity comparison,Modern Family,no_complete_observation_cache,,,,,,
G2_Q000521,G2_V000132,emotion trajectory,Modern Family,no_complete_observation_cache,,,,,,
G2_Q000522,G2_V000132,emotion trajectory,Modern Family,no_complete_observation_cache,,,,,,
G2_Q000523,G2_V000132,emotion trajectory,Modern Family,no_complete_observation_cache,,,,,,
G2_Q000524,G2_V000132,emotional reasoning,Modern Family,no_complete_observation_cache,,,,,,
G2_Q000525,G2_V000133,emotion trajectory,Modern Family,scored,2,4,0.5,,,
G2_Q000526,G2_V000133,emotional reasoning,Modern Family,scored,2,3,0.6666666666666666,,,
G2_Q000527,G2_V000133,emotion trajectory,Modern Family,scored,2,4,0.5,,,
G2_Q000528,G2_V000133,emotional reasoning,Modern Family,scored,1,1,1.0,,,
G2_Q000529,G2_V000134,emotional intensity comparison,Modern Family,plan_content_filter,,,,noevent_progressive_cached_v2_unattempted_20260924,400,228c0aa3330e589572e5a726b107d6125b22d8a278454f1bfc0b99011a76f733
G2_Q000530,G2_V000134,emotion trajectory,Modern Family,plan_content_filter,,,,noevent_progressive_cached_v2_unattempted_20260924,400,5dcce70d3474cb4f13d083e56e167d6eeac0ab034929f62d35fc32a62a572ffb
G2_Q000531,G2_V000134,emotional reasoning,Modern Family,scored,2,3,0.6666666666666666,,,
G2_Q000532,G2_V000135,emotional intensity comparison,Modern Family,scored,1,1,1.0,,,
G2_Q000533,G2_V000135,emotional intensity comparison,Modern Family,scored,1,1,1.0,,,
G2_Q000534,G2_V000135,emotion trajectory,Modern Family,scored,3,4,0.75,,,
G2_Q000535,G2_V000135,emotion trajectory,Modern Family,scored,4,4,1.0,,,
G2_Q000536,G2_V000136,emotional intensity comparison,Modern Family,no_complete_observation_cache,,,,,,
G2_Q000537,G2_V000136,emotional intensity comparison,Modern Family,no_complete_observation_cache,,,,,,
G2_Q000538,G2_V000136,emotion trajectory,Modern Family,no_complete_observation_cache,,,,,,
G2_Q000539,G2_V000137,emotional intensity comparison,Modern Family,no_complete_observation_cache,,,,,,
G2_Q000540,G2_V000137,emotional intensity comparison,Modern Family,no_complete_observation_cache,,,,,,
G2_Q000541,G2_V000137,emotion trajectory,Modern Family,no_complete_observation_cache,,,,,,
G2_Q000542,G2_V000137,emotion trajectory,Modern Family,no_complete_observation_cache,,,,,,
G2_Q000543,G2_V000137,emotional reasoning,Modern Family,no_complete_observation_cache,,,,,,
G2_Q000544,G2_V000137,emotion trajectory,Modern Family,no_complete_observation_cache,,,,,,
G2_Q000545,G2_V000138,emotional intensity comparison,Modern Family,scored,0,1,0.0,,,
G2_Q000546,G2_V000138,emotional intensity comparison,Modern Family,scored,1,1,1.0,,,
G2_Q000547,G2_V000138,emotional intensity comparison,Modern Family,scored,0,1,0.0,,,
G2_Q000548,G2_V000138,emotion trajectory,Modern Family,scored,2,4,0.5,,,
G2_Q000549,G2_V000138,emotion trajectory,Modern Family,scored,3,4,0.75,,,
G2_Q000550,G2_V000139,emotional intensity comparison,Modern Family,no_complete_observation_cache,,,,,,
G2_Q000551,G2_V000139,emotional intensity comparison,Modern Family,no_complete_observation_cache,,,,,,
G2_Q000552,G2_V000139,emotion trajectory,Modern Family,no_complete_observation_cache,,,,,,
G2_Q000553,G2_V000139,emotional reasoning,Modern Family,no_complete_observation_cache,,,,,,
G2_Q000554,G2_V000140,emotion trajectory,unclassified,no_complete_observation_cache,,,,,,
G2_Q000555,G2_V000140,emotional intensity comparison,unclassified,no_complete_observation_cache,,,,,,
G2_Q000556,G2_V000141,emotional intensity comparison,unclassified,no_complete_observation_cache,,,,,,
G2_Q000557,G2_V000141,emotional reasoning,unclassified,no_complete_observation_cache,,,,,,
G2_Q000558,G2_V000141,emotional reasoning,unclassified,no_complete_observation_cache,,,,,,
